Title,Company,Experience,Salary,Location,Description,Tags,Posting Day,job_link
Market Equipment Executive,Varun Beverages Limited,0-4 Yrs,1-3.5 Lacs PA,Mumbai,Role & responsibilities 1. Assist in managing the equipment availability.2. Collaborat...,"Inventory Management, Vendor Coordination, Store Operations, Stock Management, Store Management, Coordination, Stock, Store Operation",27 Days Ago,https://www.naukri.com/job-listings-market-equipment-executive-varun-beverages-limited-mumbai-0-to-4-years-221124009595
Assistant Manager - Technical Operations,Updater Services (UDS),6-11 Yrs,Not disclosed,Mumbai,"Bachelor s degree in Engineering (Electrical, Mechanical, or related field) or equivale...","Technical Operations, Multiple site handling, Technical Services, Facility Operations, HVAC, MEP, Facility Services, Chillers",13 Days Ago,https://www.naukri.com/job-listings-assistant-manager-technical-operations-updater-services-uds-mumbai-6-to-11-years-210524004100
Cost Control Engineer,Tata Projects,6-10 Yrs,Not disclosed,Mumbai,Bachelors degree in Mechanical Proficient in the use of project management software and...,"Financial Analysis, Cost Analysis, Cost Management, Cost Control, Budgeting, Finance, Management, Control",13 Days Ago,https://www.naukri.com/job-listings-cost-control-engineer-tata-projects-mumbai-6-to-10-years-201124019604
Application Support Engineer,Accenture,0-2 Yrs,Not disclosed,Mumbai,Project Role :Application Support EngineerProject Role Description :Act as software det...,"sql queries, customer service, customer service operations, linux, itil, sql, plsql, production support",30 Days Ago,https://www.naukri.com/job-listings-application-support-engineer-accenture-solutions-pvt-ltd-mumbai-0-to-2-years-191124910425
Application Developer,Accenture,0-2 Yrs,Not disclosed,Mumbai,Educational Qualification : Requires minimum 15 years of full time education. Summary :...,"python, software development, database management, scrum, agile methodology, c#, css, c",30 Days Ago,https://www.naukri.com/job-listings-application-developer-accenture-solutions-pvt-ltd-mumbai-0-to-2-years-191124908271
Application Tech Support Practitioner,Accenture,0-2 Yrs,Not disclosed,Mumbai,Educational Qualification : 15 years full time education. Summary :As an Application Te...,"customer service operations, application support, desktop management, microsoft windows, troubleshooting, server management, networking, system administration",30 Days Ago,https://www.naukri.com/job-listings-application-tech-support-practitioner-accenture-solutions-pvt-ltd-mumbai-0-to-2-years-191124905372
Application Tech Support Practitioner,Accenture,0-2 Yrs,Not disclosed,Mumbai,Educational Qualification : 15 years full time education. Summary :As an Application Te...,"service management, technical support, service desk management, incident management, itil, project management, inbound, customer service",30 Days Ago,https://www.naukri.com/job-listings-application-tech-support-practitioner-accenture-solutions-pvt-ltd-mumbai-0-to-2-years-191124902035
Senior Analyst - Forensics - National - ASU - Forensics - Discovery,EY,0-4 Yrs,Not disclosed,Mumbai,"Requisition Id : 1544719 As a global leader in assurance, tax, transaction and adv...","Analyst, Cyber law, Client servicing, Information security, Analytical, Agile, Manager Technology, Forensic",30+ Days Ago,https://www.naukri.com/job-listings-senior-analyst-forensics-national-asu-forensics-discovery-ernst-young-mumbai-0-to-4-years-181124508487
Apprentice Trainee - Fresher - Engineering background,Deutsche Bank,0 Yrs,Not disclosed,Mumbai,Role & responsibilities Your key responsibilities Assist with Application Management: ...,"ITAO, QA, Cyber Security, Technical Support, Quality assurance, Security, Cyber, Engineering",30+ Days Ago,https://www.naukri.com/job-listings-apprentice-trainee-fresher-engineering-background-deutsche-bank-mumbai-0-to-0-years-181124017319
Program Lead/Manager - Energy Performance,Lodha Group,5-10 Yrs,Not disclosed,Mumbai,"Qualifications: . Master s degree or equivalent in Architecture, Engineering, Building ...","Energy Performance, Strategic Management, Strategic Business Planning, Energy Optimization, Energy Efficiency, Planning, Business planning, Performance",3 Days Ago,https://www.naukri.com/job-listings-program-lead-manager-energy-performance-lodha-group-mumbai-5-to-10-years-181124002961
Business Development Executive,IndiaMART,0-1 Yrs,4-4.25 Lacs PA,"Mumbai, Mumbai Suburban, Mumbai (All Areas)","Collaborate with internal teams (e.g., sales, marketing) to develop strategies for clos...","sales, Communication Skills, Direct Sales, Field Sales, Convincing Power, Field Work, Sales Executive Activities, Development",2 Days Ago,https://www.naukri.com/job-listings-business-development-executive-indiamart-mumbai-mumbai-suburban-mumbai-all-areas-0-to-1-years-171224012804
Sales Engineer,Jolly Clamps,2-5 Yrs,Not disclosed,"Mumbai(Vile Parle. +10), Mumbai Suburban",Bachelor's degree in engineering with strong technical understanding of automotive or i...,"Marketing Strategy, New Business Development, Sales Pitch, Sales Strategy, Market Identification, B2B Sales, Industrial Products, Competitor Analysis",3 Days Ago,https://www.naukri.com/job-listings-sales-engineer-jolly-clamps-private-limited-mumbai-mumbai-suburban-2-to-5-years-161224014457
Liaison Officer - NATS (Mumbai & Thane - Western Region ) (MoE),National Institute for Smart Government (NISG),2-5 Yrs,Not disclosed,"Thane, Mumbai (All Areas)",Job description Designation - Liaison Officer (NATS) EssentialGraduation in any discip...,"apprentice training, tpo, Liaison, NATS, public relation, placement officer, education, seminars",3 Days Ago,https://www.naukri.com/job-listings-liaison-officer-nats-mumbai-thane-western-region-moe-national-institute-for-smart-government-nisg-thane-mumbai-all-areas-2-to-5-years-161224008363
BE/B-Tech/MBA- Freshers (Mumbai),IndiaMART,0-2 Yrs,2-4.5 Lacs PA,"Mumbai, Navi Mumbai, Mumbai (All Areas)",Freshers with Bachelors degreeShould have laptop / internet/androidShould have own vehi...,"Sales, Client Acquisition, B2B Sales, Field Sales, Client, Acquisition, B2B, Field",Few Hours Ago,https://www.naukri.com/job-listings-be-b-tech-mba-freshers-mumbai-indiamart-mumbai-navi-mumbai-mumbai-all-areas-0-to-2-years-141224008991
Home Automation Programmer KNX/Crestron/Lutron,Gran Via Automation,4-9 Yrs,7-15 Lacs PA,Navi Mumbai,Preferred candidate profile . Must be KNX Certified as well as Crestron / Lutron,"KNX, Programmer, Office Automation, LUTRON, Home Automation, AutoCAD, Lighting Control, CRESTRON",5 Days Ago,https://www.naukri.com/job-listings-home-automation-programmer-knx-crestron-lutron-gran-via-automation-navi-mumbai-4-to-9-years-141224007849
Home Automation - Sales & Marketing Head,Gran Via Automation,8-12 Yrs,15-25 Lacs PA,"Hybrid - Navi Mumbai, Mumbai (All Areas)(Matunga East)",Preferred candidate profile The Sales & Marketing Business Head will spearhead efforts ...,"Home Automation, Marketing to Architects, KNX CRESTRON LUTRON, Strong network and experience in promoting automation, LED Sales, Lighting Controls, Sales, Lighting",5 Days Ago,https://www.naukri.com/job-listings-home-automation-sales-marketing-head-gran-via-automation-navi-mumbai-mumbai-all-areas-8-to-12-years-141224006252
EDS Coordinator II,Worleyparsons,2-8 Yrs,Not disclosed,"Mumbai, Navi Mumbai",Bachelor s degree in Engineering. . Continually seeking opportunities to increase end-u...,"3D, HP data protector, Analytical, Consulting, Plant design, EPC, User support, Troubleshooting",6 Days Ago,https://www.naukri.com/job-listings-eds-coordinator-ii-worleyparsons-sdn-bhd-mumbai-navi-mumbai-2-to-8-years-131224500264
EDS Coordinator II,Worley,2-8 Yrs,Not disclosed,Mumbai,Bachelor s degree in EngineeringContinually seeking opportunities to increase end-user ...,"3D, HP data protector, Analytical, Consulting, Plant design, EPC, User support, Troubleshooting",6 Days Ago,https://www.naukri.com/job-listings-eds-coordinator-ii-worley-mumbai-2-to-8-years-131224500205
Urgent Opening For Shift Engineer,ISS India,1-2 Yrs,1-3.5 Lacs PA,Mumbai(Malad),Principal ResponsibilitiesTo manage and monitor technical operation on daily for all u...,"HVAC, Chiller Plant, DG Sets, Transformers, Ahu, UPS, LT Panels, Plant",5 Days Ago,https://www.naukri.com/job-listings-urgent-opening-for-shift-engineer-iss-india-mumbai-1-to-2-years-131224018927
Design Engineer,Secure Industries,4-9 Yrs,6-8 Lacs PA,Navi Mumbai,"Degree or Diploma in Mechanical, Production, or Plastic Engineering from reputed instit...","AutoCAD, Design For Manufacturing, Creo, geometric dimensioning and tolerancing, PPC, Design, Manufacturing, Design engineering",6 Days Ago,https://www.naukri.com/job-listings-design-engineer-secure-industries-navi-mumbai-4-to-9-years-131224004293
Business Development Executive,Ncdex E Markets,2-5 Yrs,Not disclosed,"Mumbai, Ahmedabad, Rajasthan","Graduation in Agriculture, Post-Graduation in Management (Desired). Skills Required: .","Business Development, business management, business strategy, business communication, business planning, Management, Planning, Communication skills",7 Days Ago,https://www.naukri.com/job-listings-business-development-executive-ncdex-e-markets-limited-mumbai-ahmedabad-rajasthan-2-to-5-years-121224905047
Senior Software Engineer - Full Stack,Institutional Shareholder Services,3-6 Yrs,Not disclosed,Mumbai,Requirements: . BE / B-Tech degree in Computer Science or other engineering field . 5+ ...,"Product management, Object oriented design, Corporate governance, Diversity and Inclusion, Finance, Agile, ISS, Data structures",7 Days Ago,https://www.naukri.com/job-listings-senior-software-engineer-full-stack-institutional-shareholder-services-inc-mumbai-3-to-6-years-121224503942
Senior Principal Digital Solutions Consultant,Worleyparsons,3-7 Yrs,Not disclosed,"Mumbai, Navi Mumbai",. Hands-on experience of end-to-end implementation of solutions offered by various tech...,"Performance management, Renewable energy, Consulting, EPC, Asset management, SCM, Monitoring, Downstream",7 Days Ago,https://www.naukri.com/job-listings-senior-principal-digital-solutions-consultant-worleyparsons-sdn-bhd-mumbai-navi-mumbai-3-to-7-years-121224502946
Linux/Unix_Python Administrator,CGI,2-5 Yrs,Not disclosed,Mumbai,Shift timings: India / France time Detailed JD Below: The role is within AP eTrading Ap...,"artifactory, autosys, banking application, dynatrace, capital market, bitbucket, ansible, sql",7 Days Ago,https://www.naukri.com/job-listings-linux-unix-python-administrator-cgi-information-systems-and-management-consultants-mumbai-2-to-5-years-121224502812
Engineer-Hardware Design,Bajaj Electricals,5-10 Yrs,Not disclosed,Navi Mumbai,"Handle ambiguity in problem definition, have a good handle on business value and have t...","LED Drivers, Induction motor controllers, hardware designers, PWM drivers, Design, Motor Control, Induction motors, Hardware",7 Days Ago,https://www.naukri.com/job-listings-engineer-hardware-design-bajaj-electricals-ltd-navi-mumbai-5-to-10-years-121224008417
Senior Data Analyst,Avantor,5-7 Yrs,Not disclosed,Mumbai,Provide training and guidance to stakeholders on how to use reports and dashboards effe...,"Power BI development, T-SQL, PL/SQL, Dashboard development, Snowflake integration, DAX, SQL, Python",7 Days Ago,https://www.naukri.com/job-listings-senior-data-analyst-avantor-performance-materials-india-private-limited-mumbai-5-to-7-years-111224921860
Application Developer,Accenture,5-7 Yrs,Not disclosed,Mumbai,"Project Role :Application DeveloperProject Role Description :Design, build and configur...","data analytics, data processing, pyspark, microsoft azure, application development, c#, python, css",8 Days Ago,https://www.naukri.com/job-listings-application-developer-accenture-solutions-pvt-ltd-mumbai-5-to-7-years-111224913709
Application Lead,Accenture,5-8 Yrs,Not disclosed,Mumbai,"Project Role :Application LeadProject Role Description :Lead the effort to design, buil...","sap fi, accounting, ui, sap, sap abap, css, sap sd, sap implementation",8 Days Ago,https://www.naukri.com/job-listings-application-lead-accenture-solutions-pvt-ltd-mumbai-5-to-8-years-111224913699
Software Development Lead,Accenture,3-5 Yrs,Not disclosed,Mumbai,Minimum 3 year(s) of experience is required. Educational Qualification : 15 Year Full T...,"software development, salesforce lightning, salesforce, product development, technical specifications, visualforce, project management, web services",8 Days Ago,https://www.naukri.com/job-listings-software-development-lead-accenture-solutions-pvt-ltd-mumbai-3-to-5-years-111224913671
Application Lead,Accenture,7-11 Yrs,Not disclosed,Mumbai,Minimum 5 year(s) of experience is required. Educational Qualification : 15 years full ...,"maximo integration, application design, maximo, plsql, automation studio, documentum integration, dfc, rest",8 Days Ago,https://www.naukri.com/job-listings-application-lead-accenture-solutions-pvt-ltd-mumbai-7-to-11-years-111224913661
Application Designer,Accenture,3-7 Yrs,Not disclosed,Mumbai,Project Role Description : Assist in defining requirements and designing applications t...,"oracle, plsql, software development life cycle, meter data management, software engineering, oracle pl, python, project management",8 Days Ago,https://www.naukri.com/job-listings-application-designer-accenture-solutions-pvt-ltd-mumbai-3-to-7-years-111224913538
Application Developer,Accenture,2-7 Yrs,Not disclosed,Mumbai,"Project Role :Application DeveloperProject Role Description :Design, build and configur...","python, machine learning, machine learning algorithms, statistics, data munging, algorithms, data analysis, power bi",8 Days Ago,https://www.naukri.com/job-listings-application-developer-accenture-solutions-pvt-ltd-mumbai-2-to-7-years-111224909505
Application Developer,Accenture,7-12 Yrs,Not disclosed,Mumbai,"Project Role :Application DeveloperProject Role Description :Design, build and configur...","ms sql server administration, data warehousing, sql server, sql, database creation, c#, python, oracle",8 Days Ago,https://www.naukri.com/job-listings-application-developer-accenture-solutions-pvt-ltd-mumbai-7-to-12-years-111224909386
Application Lead,Accenture,5-10 Yrs,Not disclosed,"Mumbai, Jaipur","Project Role :Application LeadProject Role Description :Lead the effort to design, buil...","microservices, light weight architecture, machine learning algorithms, statistics, data munging, python, data analysis, power bi",8 Days Ago,https://www.naukri.com/job-listings-application-lead-accenture-solutions-pvt-ltd-mumbai-jaipur-5-to-10-years-111224909337
Application Developer,Accenture,3-8 Yrs,Not disclosed,"Mumbai, Jaipur","Project Role :Application DeveloperProject Role Description :Design, build and configur...","sql, java, rest, software development, full stack, css, web services, jquery",8 Days Ago,https://www.naukri.com/job-listings-application-developer-accenture-solutions-pvt-ltd-mumbai-jaipur-3-to-8-years-111224909273
Application Developer,Accenture,3-8 Yrs,Not disclosed,Mumbai,"Project Role :Application DeveloperProject Role Description :Design, build and configur...","css, unit testing, react.js, html, javascript, redux, web application, vue.js",8 Days Ago,https://www.naukri.com/job-listings-application-developer-accenture-solutions-pvt-ltd-mumbai-3-to-8-years-111224909253
Application Developer,Accenture,5-10 Yrs,Not disclosed,Mumbai,Minimum . 3 year(s) of experience is required. Educational Qualification : 15 years ful...,"css, application development, software development life cycle, salesforce marketing cloud, agile, c#, rest, bootstrap",8 Days Ago,https://www.naukri.com/job-listings-application-developer-accenture-solutions-pvt-ltd-mumbai-5-to-10-years-111224909010
CB Cash Management Tech Professional,Deutsche Bank,3-5 Yrs,Not disclosed,Mumbai,Eyes on glass monitoring of services and batchResolve service requests submitted by the...,"sql, java, oracle, nosql, unix, autosys, apache tomcat, ansible",8 Days Ago,https://www.naukri.com/job-listings-cb-cash-management-tech-professional-deutsche-bank-ag-mumbai-3-to-5-years-111224908705
Software Development Engineer,Accenture,7-12 Yrs,Not disclosed,Mumbai,"Project Role :Software Development EngineerProject Role Description :Analyze, design, c...","net fullstack, css, microsoft azure, sql server, software development methodologies, c#, frontend development, oracle",8 Days Ago,https://www.naukri.com/job-listings-software-development-engineer-accenture-solutions-pvt-ltd-mumbai-7-to-12-years-111224908431
Deployment Lead,Accenture,3-8 Yrs,Not disclosed,Mumbai,Project Role :Deployment LeadProject Role Description :Plan and lead the execution of a...,"project management, oracle fusion, oracle financials, oracle general ledger, oracle peoplesoft financials, accounts receivable, accounts payable, gl",8 Days Ago,https://www.naukri.com/job-listings-deployment-lead-accenture-solutions-pvt-ltd-mumbai-3-to-8-years-111224908183
Application Lead,Accenture,5-10 Yrs,Not disclosed,Mumbai,"Project Role :Application LeadProject Role Description :Lead the effort to design, buil...","maximo, sql server, application development, sql, project delivery, c#, project management, oracle",8 Days Ago,https://www.naukri.com/job-listings-application-lead-accenture-solutions-pvt-ltd-mumbai-5-to-10-years-111224907953
Application Developer,Accenture,5-10 Yrs,Not disclosed,Mumbai,"Project Role :Application DeveloperProject Role Description :Design, build and configur...","sql, database management, software development, agile, mendix, css, web services, dbms",8 Days Ago,https://www.naukri.com/job-listings-application-developer-accenture-solutions-pvt-ltd-mumbai-5-to-10-years-111224907950
Application Lead,Accenture,5-10 Yrs,Not disclosed,Mumbai,"Project Role :Application LeadProject Role Description :Lead the effort to design, buil...","maximo, application development, sql, software development life cycle, project delivery, c#, project management, oracle",8 Days Ago,https://www.naukri.com/job-listings-application-lead-accenture-solutions-pvt-ltd-mumbai-5-to-10-years-111224907921
Application Developer,Accenture,3-8 Yrs,Not disclosed,Mumbai,"Project Role :Application DeveloperProject Role Description :Design, build and configur...","css, rest, software development, angular, agile, web services, jquery, sql",8 Days Ago,https://www.naukri.com/job-listings-application-developer-accenture-solutions-pvt-ltd-mumbai-3-to-8-years-111224907794
Application Lead,Accenture,7-12 Yrs,Not disclosed,Mumbai,"Project Role :Application LeadProject Role Description :Lead the effort to design, buil...","sap, sap module, billing, application development, sap integration, c#, sap upgrade, sap project management",8 Days Ago,https://www.naukri.com/job-listings-application-lead-accenture-solutions-pvt-ltd-mumbai-7-to-12-years-111224907753
Application Designer,Accenture,7-12 Yrs,Not disclosed,Mumbai,Minimum . 5 year(s) of experience is required. Educational Qualification : 15 years ful...,"unit testing, sap co, sap co management, management accounting, financial accounting, project management, software development, application design",8 Days Ago,https://www.naukri.com/job-listings-application-designer-accenture-solutions-pvt-ltd-mumbai-7-to-12-years-111224907376
Application Lead,Accenture,15-25 Yrs,Not disclosed,Mumbai,Minimum . 15 year(s) of experience is required. Educational Qualification : 15 years fu...,"sap, sap fi, accounting, sap fico, project delivery, c#, accounts receivable, project management",8 Days Ago,https://www.naukri.com/job-listings-application-lead-accenture-solutions-pvt-ltd-mumbai-15-to-25-years-111224907271
Application Developer,Accenture,3-8 Yrs,Not disclosed,Mumbai,Must have skills : SAP BTP Integration Suite. Good to have skills : NAMinimum . 3 year(...,"sap, microsoft azure, sql, agile, aws, rest, python, css",8 Days Ago,https://www.naukri.com/job-listings-application-developer-accenture-solutions-pvt-ltd-mumbai-3-to-8-years-111224907081
Application Developer,Accenture,5-10 Yrs,Not disclosed,Mumbai,Minimum . 5 year(s) of experience is required. Educational Qualification : BE,"performance testing, git, version control, application development, angular, css, bootstrap, jquery",8 Days Ago,https://www.naukri.com/job-listings-application-developer-accenture-solutions-pvt-ltd-mumbai-5-to-10-years-111224907052
Application Developer,Accenture,5-10 Yrs,Not disclosed,Mumbai,Minimum . 5 year(s) of experience is required. Educational Qualification : Minimum 15 y...,"sap s hana, cost control, sap co product cost controlling, financial accounting, sap mm, sap, software testing, sap fi",8 Days Ago,https://www.naukri.com/job-listings-application-developer-accenture-solutions-pvt-ltd-mumbai-5-to-10-years-111224907004
Application Developer,Accenture,5-10 Yrs,Not disclosed,Mumbai,Minimum . 5 year(s) of experience is required. Educational Qualification : Minimum 15 y...,"software development, sap, sap s hana, sap plant maintenance, sap pm, css, software testing, web services",8 Days Ago,https://www.naukri.com/job-listings-application-developer-accenture-solutions-pvt-ltd-mumbai-5-to-10-years-111224906990
Application Lead,Accenture,5-10 Yrs,Not disclosed,Mumbai,Minimum . 5 year(s) of experience is required. Educational Qualification : 15 years ful...,"sap, application development, sap ewm, project delivery, troubleshooting, project management, warehouse management, sap sd",8 Days Ago,https://www.naukri.com/job-listings-application-lead-accenture-solutions-pvt-ltd-mumbai-5-to-10-years-111224906972
Application Support Engineer,Accenture,5-10 Yrs,Not disclosed,Mumbai,Minimum . 5 year(s) of experience is required. Educational Qualification : 15 years ful...,"sql, linux, informatica administration, data integration, etl process, oracle, tibco, root cause analysis",8 Days Ago,https://www.naukri.com/job-listings-application-support-engineer-accenture-solutions-pvt-ltd-mumbai-5-to-10-years-111224906963
Application Developer,Accenture,3-8 Yrs,Not disclosed,Mumbai,Minimum . 3 year(s) of experience is required. Educational Qualification : Minimum 15 y...,"sap, sap configuration, application development, sap fico, sap integration, c#, sap upgrade, sap project management",8 Days Ago,https://www.naukri.com/job-listings-application-developer-accenture-solutions-pvt-ltd-mumbai-3-to-8-years-111224906817
Offering Development Practitioner,Accenture,7-12 Yrs,Not disclosed,Mumbai,Minimum . 5 year(s) of experience is required. Educational Qualification : 15 years ful...,"golang, sme, content development, nim, voip, tcp, digital marketing, udp",8 Days Ago,https://www.naukri.com/job-listings-offering-development-practitioner-accenture-solutions-pvt-ltd-mumbai-7-to-12-years-111224906657
Production & Operation Professional -11,Accenture,5-10 Yrs,Not disclosed,Mumbai,Graduate degree in Engineering / Commerce/Economics / Statistics with a post-graduation...,"project management, data analysis, business advisory, strategy consulting, stakeholder management, management consulting, c++, production",8 Days Ago,https://www.naukri.com/job-listings-production-operation-professional-11-accenture-solutions-pvt-ltd-mumbai-5-to-10-years-111224906077
Marketing Manager,Hitachi Energy,12-15 Yrs,Not disclosed,Mumbai,. Should have Bachelor s degree in engineeringPlease include your contact information a...,"Product management, Mining, Change management, Penetration, Sales, HR, Sensors, Resource management",8 Days Ago,https://www.naukri.com/job-listings-marketing-manager-hitachi-energy-mumbai-12-to-15-years-111224500916
Production In charge,JSW cement,5-10 Yrs,Not disclosed,"Nagaur, Aurangabad, Mumbai (All Areas)",Operating Command Batch and SAP Cleaning and washing of batch plantCoordination with La...,"Ready Mix Concrete, Production Planning, Production Officer, Cement, RMC, Production Control, Control, RCC",8 Days Ago,https://www.naukri.com/job-listings-production-in-charge-jsw-cement-nagaur-aurangabad-mumbai-all-areas-5-to-10-years-111224010505
Backup And Storage Engineer,Tech Mahindra,5-10 Yrs,Not disclosed,Navi Mumbai,Storage and Backup Admin (Netapp / Commvault)Exp:4+yrs -12yrsLocation : Navi Mumbai (B...,"Commvault Backup Administration, Commvault, NetApp Storage, Storage Administration, backup and storage, Backup, Netapp, Administration",8 Days Ago,https://www.naukri.com/job-listings-backup-and-storage-engineer-tech-mahindra-navi-mumbai-5-to-10-years-111224004679
Contracts Manager,Reliance Industries (RIL),8-13 Yrs,12-22 Lacs PA,Navi Mumbai,Roles and ResponsibilitiesManage contract negotiations with vendors to ensure favorable...,"Contract Negotiations, SAP, Contract Management, Vendor Management, Vendor, Negotiation, Management, Contracts",8 Days Ago,https://www.naukri.com/job-listings-contracts-manager-reliance-industries-ril-navi-mumbai-8-to-13-years-111224003618
Urgent opening Sales Manager.,M/s Alphatec Audio Video,5-10 Yrs,6-12 Lacs PA,"Indore, Ahmedabad, Mumbai (All Areas)",Certification Should be familiar with the institutional Sales -Education. B-tech / ad...,"Sales, Solution Sales, Av Sales, Enterprise Sales, Enterprise, Management, AV",9 Days Ago,https://www.naukri.com/job-listings-urgent-opening-sales-manager-m-s-alphatec-audio-video-indore-ahmedabad-mumbai-all-areas-5-to-10-years-110924009933
ECE Dev,IBM,3-6 Yrs,Not disclosed,Mumbai,"3-6 years in storage systems, proficient in C/C++ and Python, strong debugging skills|D...","java, python, javascript, bash, agile, continuous integration, c++, storage domain",8 Days Ago,https://www.naukri.com/job-listings-ece-dev-ibm-india-pvt-limited-mumbai-3-to-6-years-101224925029
Azure Cloud Security Professional,Capgemini,4-6 Yrs,Not disclosed,Navi Mumbai,. Certification on Azure Security is an Added advantage Participated in meetings and CI...,"Azure Cloud Security, threat modeling, Microsoft Defender, Incident Management, CWPP, Cloud security posture management, Threat Analysis, Modeling",8 Days Ago,https://www.naukri.com/job-listings-azure-cloud-security-professional-capgemini-technology-services-india-limited-navi-mumbai-4-to-6-years-101224924691
Application Lead,Accenture,5-9 Yrs,Not disclosed,Mumbai,"Project Role :Application LeadProject Role Description :Lead the effort to design, buil...","sql, ibm datastage, software development, scrum, agile, data warehousing, dbms, master data management",8 Days Ago,https://www.naukri.com/job-listings-application-lead-accenture-solutions-pvt-ltd-mumbai-5-to-9-years-101224924347
Application Developer,Accenture,5-10 Yrs,Not disclosed,Mumbai,Minimum 5 year(s) of experience is required. Educational Qualification : 15 years full ...,"software testing, java standard edition, software development life cycle, testing methodologies, agile methodology, software development, unit testing, svn",8 Days Ago,https://www.naukri.com/job-listings-application-developer-accenture-solutions-pvt-ltd-mumbai-5-to-10-years-101224924302
Software Development Engineer,Accenture,5-10 Yrs,Not disclosed,Mumbai,Minimum 5 year(s) of experience is required. Educational Qualification : 1 Minimum 15 y...,"ssi, sap basis administration, sap hana, oracle, sybase, dbms, maxdb, sql",8 Days Ago,https://www.naukri.com/job-listings-software-development-engineer-accenture-solutions-pvt-ltd-mumbai-5-to-10-years-101224924259
Software Development Engineer,Accenture,3-8 Yrs,Not disclosed,Mumbai,Minimum 3 year(s) of experience is required. Educational Qualification : 15 Years Full ...,"sap, sap presales, coding standards, software engineering, sap quality management, c++, css, software development",8 Days Ago,https://www.naukri.com/job-listings-software-development-engineer-accenture-solutions-pvt-ltd-mumbai-3-to-8-years-101224924258
Application Developer,Accenture,7-9 Yrs,Not disclosed,Mumbai,Minimum 5 year(s) of experience is required. Educational Qualification : 15 years of fu...,"liquidity management, information technology, sap fi, accounting, sap fico, fico, sap, fscm",8 Days Ago,https://www.naukri.com/job-listings-application-developer-accenture-solutions-pvt-ltd-mumbai-7-to-9-years-101224924240
Application Developer,Accenture,3-7 Yrs,Not disclosed,Mumbai,"Project Role :Application DeveloperProject Role Description :Design, build and configur...","informatica powercenter, information technology, data quality, data governance, data integration, datastage, talend, data mapping",8 Days Ago,https://www.naukri.com/job-listings-application-developer-accenture-solutions-pvt-ltd-mumbai-3-to-7-years-101224924219
Application Lead,Accenture,3-7 Yrs,Not disclosed,Mumbai,"Project Role :Application LeadProject Role Description :Lead the effort to design, buil...","information technology, data warehousing, data warehouse etl testing, etl testing, data warehousing concepts, oracle, software testing, datastage",8 Days Ago,https://www.naukri.com/job-listings-application-lead-accenture-solutions-pvt-ltd-mumbai-3-to-7-years-101224924216
Application Developer,Accenture,12-14 Yrs,Not disclosed,Mumbai,Minimum 12 year(s) of experience is required. Educational Qualification : 15 years of f...,"sap, sap abap development, sap hana, sap abap, data munging, python, data analysis, dbms",8 Days Ago,https://www.naukri.com/job-listings-application-developer-accenture-solutions-pvt-ltd-mumbai-12-to-14-years-101224924206
Application Lead,Accenture,3-5 Yrs,Not disclosed,Mumbai,"Project Role :Application LeadProject Role Description :Lead the effort to design, buil...","sap, information technology, abap programming, sap abap development, sap abap, fi, bapis, eclipse",8 Days Ago,https://www.naukri.com/job-listings-application-lead-accenture-solutions-pvt-ltd-mumbai-3-to-5-years-101224924204
Application Developer,Accenture,2-6 Yrs,Not disclosed,Mumbai,"Project Role :Application DeveloperProject Role Description :Design, build and configur...","rest, vue.js, application development, git, sdlc, css, version control, javascript",8 Days Ago,https://www.naukri.com/job-listings-application-developer-accenture-solutions-pvt-ltd-mumbai-2-to-6-years-101224924140
Application Developer,Accenture,7-11 Yrs,Not disclosed,Mumbai,"Project Role :Application DeveloperProject Role Description :Design, build and configur...","sql server, billing, software development life cycle, duck creek, agile methodology, c#, rest, css",8 Days Ago,https://www.naukri.com/job-listings-application-developer-accenture-solutions-pvt-ltd-mumbai-7-to-11-years-101224924134
Application Developer,Accenture,5-9 Yrs,Not disclosed,Mumbai,"Project Role :Application DeveloperProject Role Description :Design, build and configur...","software development, development methodologies, sap fiori, sap abap development, sap abap, c#, gateways, css",9 Days Ago,https://www.naukri.com/job-listings-application-developer-accenture-solutions-pvt-ltd-mumbai-5-to-9-years-101224924098
Application Lead,Accenture,5-10 Yrs,Not disclosed,Mumbai,"Solid grasp of database technologies such as MySQL, Oracle, and MongoDB Additional Info...","software development, hibernate, java, database creation, full stack, rest, css, python",9 Days Ago,https://www.naukri.com/job-listings-application-lead-accenture-solutions-pvt-ltd-mumbai-5-to-10-years-101224923999
Solution Planning Lead,Accenture,7-11 Yrs,Not disclosed,Mumbai,Minimum 5 year(s) of experience is required. Educational Qualification : GraduateQualif...,"plsql, java, vba, visual basic for applications, visual basic, architectural design, risk management, macros",9 Days Ago,https://www.naukri.com/job-listings-solution-planning-lead-accenture-solutions-pvt-ltd-mumbai-7-to-11-years-101224923971
Application Developer,Accenture,3-8 Yrs,Not disclosed,Mumbai,"Project Role :Application DeveloperProject Role Description :Design, build and configur...","data services, software development, software testing, microsoft azure, debugging, c#, python, oracle",9 Days Ago,https://www.naukri.com/job-listings-application-developer-accenture-solutions-pvt-ltd-mumbai-3-to-8-years-101224923966
